,Publication,Date,Title,Content
0,Ansa,2024-09-22,"
                              Norris vince il Gp di Singapore, quinta la Ferrari di Leclerc
                            ","Il britannico Lando Norris ha vinto il Gran Premio di Singapore di F1, 18/a prova del Mondiale di Formula 1. Il pilota della McLaren ha preceduto Max Verstappen con la Red Bull, secondo, e l'australiano Oscar Piastri, terzo con l'altra McLaren. Charles Leclerc ha conquistato il quinto posto, dietro a George Russell su Mercedes. Settimo l'altro ferrarista, Carlos Sainz. "
1,Ansa,2024-09-22,"
                                    Pioggia di missili su Israele. Hezbollah: 'Nuova fase, siamo pronti a qualsiasi scenario'
                                  ","Un portavoce di Hezbollah Hassan Fadlallah ha affermato che il conflitto tra il gruppo militante e Israele è ora entrato in una ""nuova fase"" e ha confermato che continueranno gli attacchi fino a quando non ci sarà un cessate il fuoco nella guerra a Gaza. Lo riporta la Bbc. Parlando al funerale di un membro di Hezbollah uccisi nell'attacco di venerdì, Fadlallah ha detto: ""Abbiamo una resistenza forte e capace. Tutte le opzioni sono sul tavolo, siamo pronti per qualsiasi scenario"".    Oggi massiccia ondata di missili lanciati da Hezbollah verso la bassa Galilea e le cittadine a nord di Haifa. Alcuni feriti da schegge a Kiriat Bialik.Lancio di razzi anche verso l'area di Tiberiade. Lo riferiscono i media israeliani. Hezbollah ha rivendicato la responsabilità per l'attacco missilistico di questa mattina nell'area delle Krayot, cittadine situate vicino a Haifa, dove alcune persone sono rimaste ferite, affermando di aver colpito una struttura appartenente all'azienda di difesa israeliana Rafael. Il lancio di razzi è stato dichiarato come risposta alle esplosioni avvenute in Libano la scorsa settimana, che hanno ucciso oltre trenta membri del gruppo e ferito migliaia di altri miliziani. Lo riporta il Times of Israel.  Hezbollah ha affermato di aver colpito complessi industriali militari in Israele in risposta alle esplosioni di cercapersone e walkie-talkie dei giorni scorsi, che hanno provocato decine di morti e migliaia di feriti. ""In una prima risposta"" alle esplosioni, Hezbollah ""ha bombardato i complessi industriali militari di Rafael"" nel nord di Israele con ""decine"" di razzi, afferma il partito di Dio in un comunicato. ""Abbiamo inferto a Hezbollah una serie di colpi che non immaginava. Se non ha capito il messaggio, vi assicuro che ora capirà. Siamo determinati a riportare i nostri residenti nel nord sani e salvi alle loro case. Faremo tutto il necessario per ripristinare la sicurezza"", ha dichiarato il premier israeliano Benyamin Netanyahu commentando l'escalation al nord delle ultime ore.  Gravi danni sono stati causati questa mattina a Beit Shearim nella valle di Jezreel, a Moreshet nel Misgav e a Kiryat Bialik, cittadine a nord di Haifa, a seguito dei massicci lanci di missili dal Libano. Hezbollah ha dichiarato di aver utilizzato per la prima volta i missili Fadi 1 e Fadi 2, insieme ai razzi Katyusha. La rete Hezbollah Al-Mayadeen ha riferito che il Fadi 1 ha un calibro di 220 mm e una gittata di 80 km. Lo scrive Ynet.  Il coordinatore speciale delle Nazioni Unite per il Libano ha avvertito di una ""catastrofe imminente"" in Medio Oriente, mentre aumenta la violenza tra Israele e Hezbollah. ""Con la regione sull'orlo di una catastrofe imminente, non si può dirlo abbastanza: non esiste una soluzione militare che renderà più sicure entrambe le parti"", ha affermato il coordinatore speciale Jeanine Hennis-Plasschaert in una dichiarazione su X. ""Un'escalation militare non è nell'interesse di Israele"". Lo ha detto la Casa Bianca a proposito della crisi in Libano.  L'Ambasciata americana in Libano ha portato al massimo il livello d'allerta sul Paese consigliando a tutti i cittadini Usa di non viaggiare in Libano per motivi di sicurezza. In nottata l'esercito israeliano ha fatto irruzione nella sede di Ramallah di Al Jazeera per notificare la chiusura per 45 giorni. L'ingresso dei militari negli uffici della Cisgiordania è stato testimoniato in diretta dalla stessa emittente qatariota.  Al Jazeera ha denunciato l'irruzione ""criminale"" effettuata da Israele nel suo ufficio in Cisgiordania. Lo si legge in una nota dell'emittente, dopo che i militari dell'Idf sono entrati nella sede di Ramallah per notificare la chiusura di 45 giorni.       Il ministero della Sanità libanese afferma che gli attacchi israeliani hanno ucciso tre persone nel sud del Paese.   Il presidente israeliano Isaac Herzog, intervistato da Sky News britannica, alla richiesta di un commento sulle accuse rivolte a Israele riguardo alle esplosioni di cercapersone e walkie-talkie in Libano la scorsa settimana ha respinto ogni legame con tali operazioni, affermando: ""Rifiuto categoricamente qualsiasi connessione con questa o quella operazione"". Il presidente ha invece parlato dell'attacco, attribuito da Israele a Hezbollah, che a luglio ha colpito Majdal Shams sul Golan. In quell'attacco, almeno 12 persone, inclusi bambini, sono state uccise. Herzog ha sottolineato che Israele ""ha il diritto di difendersi"". "
2,Ansa,2024-09-22,"
                                    Monza - Bologna 1-1pareggio di DjuricDIRETTA e FOTO
                                  ",Monza-Bologna 1-1 DIRETTA e FOTO per la quinta giornata di campionato LIVE   
3,Ansa,2024-09-22,"
                                    Crolla una palazzina a Saviano, morti 2 bambini e una donna anziana. C'è ancora un disperso
                                  ","Una palazzina di due piani è crollata a Saviano, in provincia di Napoli, a seguito di una esplosione di gas gpl. Secondo le prime informazioni sembrerebbe che l'esplosione sia avvenuta al secondo piano, nell'abitazione di una persona anziana. Al primo piano viveva una famiglia di cinque persone: padre, madre e tre figli di 2, 4 e 6 anni.  Il padre e uno dei tre figli della famiglia, di due anni, sono stati estratti vivi dalle macerie dai vigili del fuoco. Il bambino di due anni è stato trasportato all'ospedale Santobono di Napoli e non presenta danni neurologici, non è in prognosi riservata ed ha riportato la frattura di un femore. Il papà, invece, è in gravi condizioni, al Cardarelli.  Non c'è stato invece nulla da fare per un bambino e una bambina e per la loro nonna (o forse la mamma, l'identificazione è ancora in corso), morti nel crollo.  È stato infatti individuato anche il cadavere di una delel due donne finite sotto le macerie. I vigili stanno lavorando per estrarre il corpo senza vita mentre si lavora per cercare l'ultima dispersa. L'esplosione è avvenuta intorno alle 8 in Via Tappia, al civico numero 5. Sul posto stanno intervenendo anche le squadre Usar (Urban search and rescue) dei vigili del fuoco, specializzate in attività di soccorso tra le macerie in seguito a crolli dovuti a eventi sismici, esplosioni, dissesti statici e idrogeologici.   I vigili del fuoco e i soccorritori stanno scavando a mano, pietra dopo pietra, per estrarre le ultime due persone: una donna di 80 anni e la figlia di 40, madre dei bambini e moglie dell'uomo coinvolti. Con il passare delle ore cresce la preoccupazione per la sorte delle due donne. Il sindaco di Saviano, Vincenzo Simonelli, è scosso. E da questa mattina sul posto. ""I soccorritori stanno facendo un grande lavoro"", dice. I vigili del fuoco stanno impiegando alcune sonde munite di telecamere per proseguire nella ricerche. Intanto sul luogo della tragedia stanno arrivando familiari ed amici della famiglia coinvolta. Il papà dei bimbi è molto conosciuto anche perché lavora in un supermercato della zona.I soccorsi sono stati tempestivi perché, come spiega il tenente colonnello Paolo Leoncini, comandante del gruppo di Castello di Cisterna, ""una pattuglia dei carabinieri era in zona per un controllo di routine. In pochi minuti sono state avviate le operazioni di soccorso"", che sono giunte anche con le squadre Usar. Operazioni che sono particolarmente complesse, come spiega il funzionario del comando provinciale dei vigili del fuoco, Giuseppe Masi, perché i solai hanno collassato, con il primo piano della palazzina che ha ceduto sotto il peso delle macerie del secondo.Il prefetto di Napoli, Michele di Bari, ha convocato il Centro coordinamento soccorsi per seguire le operazioni in corso. Stupore e dolore tra le centinaia di persone che si sono radunate sin dalle prime ore del mattino davanti alla palazzina. ""Sembrava il botto di un aereo supersonico, ma abbiamo capito che era un crollo quando abbiamo visto levarsi una nuvola di polvere"", dice una delle persone arrivate sul posto subito dopo."
4,Ansa,2024-09-22,"
                                Irene Priolo commissaria per l'alluvione
                              ","Il Capo del Dipartimento della Protezione civile, Fabio Ciciliano, ha firmato un'ordinanza che disciplina i primi interventi urgenti conseguenti agli eccezionali eventi meteorologici in Emilia Romagna. Il provvedimento nomina Commissaria delegata la vicepresidente facente funzioni di Presidente della Regione Emilia-Romagna Irene Priolo che, per l'espletamento delle attività, ""potrà avvalersi delle strutture e degli uffici regionali, provinciali e comunali, oltre che delle amministrazioni centrali e periferiche dello Stato, nonché individuare soggetti attuatori che agiranno sulla base di specifiche direttive"".  Per fronteggiare l'emergenza la Commissaria predisporrà entro 30 giorni un piano di interventi urgenti da sottoporre all'approvazione del Capo del Dipartimento della Protezione civile, contenente le misure e gli interventi urgenti per il soccorso e l'assistenza alla popolazione, la rimozione delle situazioni di pericolo per la pubblica e privata incolumità, il ripristino della funzionalità dei servizi pubblici e delle infrastrutture di reti strategiche, l'attività di gestione dei rifiuti, macerie e materiale alluvionale. Il Commissario delegato, anche avvalendosi dei soggetti attuatori, ""è autorizzato inoltre ad assegnare ai nuclei familiari la cui abitazione principale, abituale e continuativa sia stata distrutta in tutto o in parte, o sia stata sgomberata, un contributo di autonoma sistemazione"". In particolare, ai nuclei familiari composti da una sola unità sono assegnati 400 euro, a quelli di due unità 500 euro, a quelli di tre unità 700 euro, a quelli di quattro unità 800 euro, fino a un massimo di 900 euro mensili per i nuclei familiari composti da cinque o più unità. È possibile inoltre erogare ulteriori 200 euro mensili, anche in aggiunta al limite massimo, per ogni componente della famiglia di età superiore ai 65 anni o disabile con invalidità non inferiore al 67%. L'ordinanza prevede inoltre la possibilità di chiedere la sospensione delle rate dei mutui. Per l'espletamento degli interventi d'urgenza è a disposizione del Commissario delegato la somma di 20 milioni di euro deliberata dal Consiglio dei Ministri del 21 settembre.Nei prossimi giorni, non appena la Regione Marche avrà raccolto e trasmesso al Dipartimento gli elementi utili, verrà immediatamente predisposta e firmata un'analoga ordinanza.   La Procura di Ravenna ha compiuto un primo sopralluogo in merito all'alluvione che nei giorni scorsi ha flagellato il territorio romagnolo. In particolare, come riferito dal Resto del Carlino, ieri mattina il Pm di turno Francesco Coco, accompagnato dal comandante della locale Compagnia dei carabinieri, si è recato a Traversara, frazione del comune di Bagnacavallo tra le più colpite dall'evento tra strade inondate di fango, case allagate e persone sui tetti soccorse dagli elicotteri.Il Pm a un certo punto ha incrociato il presidente della Provincia, sindaco di Ravenna e candidato alle prossime Regionali Michele de Pascale: una semplice coincidenza - ha spiegato quest'ultimo - verificatasi mentre pure lui era impegnato in un sopralluogo sempre a Traversara.In ogni modo il sopralluogo del Pm potrebbe essere l'anticamera dell'apertura di un fascicolo come già accaduto per la precedente alluvione, quella di fine maggio 2023 (sette furono le vittime). Per l'alluvione di un anno e mezzo fa è appena partita la consulenza affidata dalla Procura ravennate a tre esperti del Politecnico di Milano nell'ambito di un fascicolo aperto contro ignoti per disastro colposo per capire se l'evento del 2023 fosse prevedibile e, nel caso, prevenibile.   ""Da quando ho iniziato a girare per i territori alluvionati ho visto da subito che c'era una grande paura, soprattutto da parte delle donne che i dicevano 'noi non possiamo passare da alluvione ad alluvione'. Su questo nessuno ha fatto nulla"", ha detto la candidata di centrodestra alla guida della Regione Emilia-Romagna, Elena Ugolini, nel corso del primo dibattito pubblico con l'avversario di centrosinistra, Michele de Pascale, alla festa di Open a Parma.""In questi 54 anni da quando è nata la Regione non è stato fatto un piano di governo delle acque serio - ha spiegato Ugolini - Non sono stati puliti e drenati i letti dei fiumi.Fino a maggio 2024 se un agricoltore portava via i tronchi vicino ai suoi campi non era multato. Non è possibile non tenere conto di questo. Poi c'è il tema di come sono stati spesi i fondi e fatti i lavori"". "
5,Ansa,2024-09-22,"
                                Meloni a New York per l'Assemblea Onu
                              ","La presidente del Consiglio, Giorgia Meloni, è giunta all'aeroporto internazionale Jfk di New York. Ad accoglierla il rappresentante permanente d'Italia presso le Nazioni Unite, Maurizio Massari, e l'ambasciatrice d'Italia presso gli Stati Uniti d'America, Mariangela Zappia. La premier parteciperà ai lavori dell'Assemblea in programma da oggi e fino al 25 settembre.    "
6,Ansa,2024-09-22,"
                                Incidente nel Catanese, muore un ragazzo di 15 anni, feriti gravi altri 3 giovani
                              ","Un ragazzo di 15 anni è morto e altri tre sono rimasti gravemente feriti in un incidente stradale avvenuto all'alba di stamane nel Catanese sulla Ss 288, tra il bivio di Iannarello e il territorio del Comune di Ramacca. Sul posto è intervenuta la squadra dei Vigili del Fuoco di Paternò che ha prestato soccorso ai quattro, rimasti incastrati all'interno dell'abitacolo della loro auto, uscita di strada per cause ancora in corso di accertamento. Uno dei ragazzi, un quindicenne, è morto sul colpo mentre gli altri tre sono stati trasportati d'urgenza, con le ambulanze del 118, negli ospedali Cannizzaro, San Marco e Garibaldi di Catania. Sul posto sono intervenuti i Carabinieri dei comandi di Palagonia e Ramacca per gli accertamenti di rito e per accertare le cause dell'incidente."
7,Ansa,2024-09-22,"
                                Vota il Brandeburgo, testa a testa Afd-Spd
                              ","Sono aperti da stamani alle 8 i seggi elettorali nella regione tedesca del Brandeburgo, dove si profila un testa a testa fra l'ultradestra di Afd e i socialdemocratici. Le urne chiuderanno alle 18, quando ci saranno anche i primi exit poll. Al voto vengono chiamati 2,1 milioni di cittadini del Land di Potsdam, finora governato da una coalizione formata da Spd, Cdu e verdi.  Stando ai sondaggi Alternative fuer Deutschland è in vantaggio col 28%, inseguita dai socialdemocratici del governatore uscente Dietmar Woidke. La Cdu è data al 14%, e il partito di Sahra Wagenknecht BSW al 13%. Fuori dal parlamentino resterebbero i verdi col 4,5%, la Linke col 4% e i liberali. Il voto sarà un test cruciale anche per il cancelliere Olaf Scholz: se il suo partito dovesse perdere per la prima volta dalla Riunificazione il primato nella regione potrebbe saltare la candidatura del Kanzler nel 2025. Dal canto suo, il presidente regionale Woidke ha già fatto sapere che farà un passo indietro se risulterà secondo.   Olaf Scholz sarà a New York a giocarsi la carta del ""cancelliere della pace"" alle Nazioni unite, quando arriveranno i risultati del voto dal Brandeburgo.Ma le urne del Land, dove i socialdemocratici stanno combattendo fino all'ultimo minuto per evitare il sorpasso dell'ultradestra, rappresentano un segnale decisivo proprio per il Kanzler: da questo potrebbe dipendere la sua candidatura nel 2025, ha scritto senza mezzi termini la Sueddeutsche Zeitung del weekend. I sondaggi danno un testa a testa, e Afd risulta in vantaggio per un soffio: 28% contro il 27% dei socialdemocratici, che guidano il Land dalla riunificazione. Di qui la portata simbolica di una partita che si potrebbe decidere anche con una differenza di pochi decimali. I socialdemocratici di Woidke, che attualmente governano con Cdu e Verdi, hanno fatto un miracolo nella partita elettorale recuperando quasi dieci punti da agosto. Ma oggi gli elettori dovranno sforzarsi di più, se vorranno mantenere il governatore e rilanciare il cancelliere: il presidente della regione ha già chiarito che se dovesse arrivare secondo, pur potendo continuare a governare - Afd è isolata anche ne Land che circonda Berlino - cederebbe il testimone alla assessora alle finanze Katia Lange. E diverse voci dalla Willy Brandt Haus confermano che il malcontento nei confronti di Scholz potrebbe montare fino a fargli preferire il ministro della Difesa Boris Pistorius, per le federali in agenda il prossimo anno. ""Io spero soprattutto che arrivi il segnale che il Land del Brandeburgo riconosce ancora l'apertura al mondo, la libertà e la democrazia"", ha detto Woidke chiudendo la campagna elettorale. Il leader regionale ha di fatto preso le distanze dal Kanzler, che non ha avuto palchi per perorare la causa socialdem in Brandeburgo. Il messaggio di Scholz è arrivato da un dialogo con gli elettori, nel quale venerdì sera ha fatto annunci più impegnativi del solito. Oltre a promettere un pugno più fermo nella conduzione della sua litigiosa coalizione, Scholz ha ribadito l'assoluta risolutezza nel non cedere sulla consegna dei Taurus a Kiev: ""Non consegneremo mezzi militari in grado di arrivare fino a Mosca"", ha affermato, rimarcando inoltre che sia ""venuto il tempo di sondare le possibilità"" della pace. ""È molto importate che domenica sia l'Spd ad affermarsi come partito politico più forte e non l'Afd - ha anche ammonito -. Abbiamo bisogno di essere aperti al mondo per stabilizzare la nostra economia"". I populisti di Alternativa sono guidati invece da Hans Christof Bernd, ""non un teorico"" secondo gli analisti locali, ma un politico capace nel contatto con la gente. E l'Afd dovrebbe la sua capacità di richiamo alla per ora insuperata abilità su Tik Tok, si spiega anche. Ad attaccarli alla vigilia del voto, è stato il leader della Cdu Friedrich Merz: ""Alternative fuer Deutschland contraddice quello che costituisce il nucleo e l'anima del nostro partito. La differenza fra patrioti e nazionalisti è molto semplice: noi amiamo il nostro Paese, loro odiano tutti gli altri"". ""Sì, vogliamo limitare il numero dei rifugiati e dei richiedenti asilo - ha detto anche - ma non usiamo toni xenofobi"". A destabilizzare il governo del semaforo potranno contribuire anche i risultati degli alleati del cancelliere, già schiaffeggiati dagli elettori in Sassonia e Turingia due settimane fa, quando l'ultradestra si è affermata per la prima volta come primo partito: nel Brandeburgo i Verdi sono dati al 4,5% mentre i liberali non risultano neppure rilevabili. Atteso un disastro anche per la sinistra della Linke, al 4%, anche a causa del partito di Sara Wagenknecht, che con il 13% potrebbe esordire anche in questa regione con un risultato a due cifre."
8,Ansa,2024-09-22,"
                                  
                                  Addio a Paola Marella, l'ultimo video sui social pochi giorni fa
                                ","È morta a Milano, all'età di 61 anni, Paola Marella, architetta e conduttrice televisiva. Paola Marella. che era affetta da tempo da un tumore, era nata a Milano, nel 1963. È stata uno dei primissimi volti di Real Time. Tra i suoi programmi Cerco casa disperatamente e Vendo casa disperatamente, Un sogno in affitto, in onda su Sky Uno, e Come la vorrei, in onda su Hgtv. Il suo ultimo post di lavoro su Instagram è di quattro giorni fa.   Paola Marella era un punto di riferimento del mondo del design. Della sua malattia, contro la quale combatteva dal 2011, aveva parlato in una intervista a Panorama nel 2021 nella quale invitava a fare prevenzione e ad avere coraggio nell'affrontare il tumore: ""Il messaggio che dobbiamo lanciare è che non dobbiamo avere paura, che non siamo soli, che purtroppo la malattia arriva ma oggi grazie alla scienza sappiamo come affrontarla"". La notizia della morte di Paola Marella, architetta diventata conduttrice televisiva, ha lasciato attoniti i suoi amici e ammiratori che in rete hanno postato messaggi di cordoglio, da Catena Fiorello a Filippa Lagerback, da Alessia Marcuzzi a Carolyn Smith, Paolo Conticini e il professor Matteo Bassetti. ""Ho sempre ammirato la tua eleganza, la tua pacatezza e la tua classe. Quando ho avuto bisogno ti sei fatta in quattro. Buon viaggio"" ha scritto il primario del San Martino di Genova.  Ma sono migliaia i commenti al sentito messaggio di addio postato sulle pagine Instagram e Facebook dalle sue 'ragazze social' Azzurra e Claudia. ""Ci hai chiesto di non essere drammatiche, e non lo saremo. Lasciaci dire quanto ti abbiamo ammirata in questi anni e quanto la tua determinazione e la tua forza rimarranno un esempio per noi e per tutti quelli che ti hanno vista attraversare anche questa tempesta come solo tu avresti potuto fare"" hanno spiegato. ""Sei arrivata da noi con le idee chiare e anche se il mondo digitale non era il tuo mondo, sentivi comunque l'esigenza di parlare con le persone, di raccontare le tue passioni. E sei riuscita a farlo con naturalezza e professionalità ma anche con quella familiarità e ironia che ci mancheranno immensamente. Collaborare con te, Paola, non è mai stato solo lavoro"", hanno ricordato.  ""Abbiamo condiviso chiacchiere, idee, pensieri e anche sogni. Abbiamo affrontato sfide, celebrato successi e trovato conforto nei momenti difficili. E anche in questi, il tuo sorriso non si è mai spento, la tua positività non ha mai vacillato. Hai vissuto la vita con una leggerezza che non è mai stata superficialità, ma una forza tranquilla, quella di trovare il bello anche nelle giornate più grigie"". ""Anche i social sono stati per te un luogo di leggerezza, mai un palcoscenico per costruirti un'immagine finta o per rincorrere consensi facili. Piuttosto, uno spazio dove ti sei sempre espressa liberamente, dove hai condiviso le tue passioni, raccontato con grazia e discrezione la tua vita privata, il tuo grande amore per la tua bellissima famiglia. E la cosa più bella è stata vedere come la tua community avesse percepito tutto questo. Qui si respirava un affetto sincero. Ti ammiravano per la tua innata eleganza e per quel sorriso allegro con cui riuscivi a trasmettere il buon umore ad ogni 'buongiorno'"".  ""Dopo un grande viaggio nella speranza, assistita da amici e professionisti speciali, ci lascia Paola, la nostra Forza"" hanno scritto i famigliari nel necrologio in cui pregano di sostenere il Pancreas Center Prof Reni dell'ospedale San Raffaele.  I funerali saranno celebrati domani alle 11 nella chiesa di San Marco a Milano. ''Paolina, era così che ti chiamavo affettuosamente e improvvisamente non ci sei più. Siamo stati per anni i volti televisivi di una rete che ci ha dato i natali artistici, ci siamo divertiti, condividendo un nuovo modo di fare televisione che nel 2005 era avanguardia pura!'': così Enzo Miccio ricorda la collega con cui ha condiviso dagli esordi la fortuna dei nuovi programmi di Real time. ''Sul set e fuori dal set sei sempre stata una donna chic, intelligente elegante e sorridente. Quanti ricordi mi legano a te, i sorrisi gli abbracci, le battute nei fuori onda e la complicità davanti alle telecamere. Che dolore non saperti più qui tra noi, ci mancherai'', scrive Miccio sui social. "
9,Ansa,2024-09-22,"
                                  
                                  Terremoto in casa Roma, si dimette l'ad Lina Souloukou. La protesta dei tifosi non si placa
                                "," ""L'AS Roma comunica che l'Amministratore Delegato Lina Souloukou ha rassegnato le dimissioni"", scrive il club giallorosso in una nota.   ""Ringraziamo Lina per la sua dedizione in una fase particolarmente critica per il Club e le auguriamo il meglio per le sue future sfide professionali -, aggiunge il comunicato -.  La proprietà resta pienamente concentrata sulla crescita e sul successo della Roma, con una costante attenzione ai valori che rendono la nostra squadra così speciale"". Di ieri la notizia che la ceo era stata sottoposta a ""misure di tutela"" per via delle tensioni createsi intorno alla società dopo l'esonero di De Rossi. La protesta dei tifosi giallorossi non accenna a placarsi. A ora, infatti, è confermata la protesta indetta per la prima mezz'ora della partita contro l'Udinese, con i gruppi organizzati della Curva Sud che sciopereranno per dal tifo non entrando allo stadio nei primi trenta minuti della partita. La manager non era infatti la sola destinataria della contestazione, con i tifosi romanisti che anche nella giornata di ieri hanno esposto diversi striscioni contro la proprietà americana.    "
