,Publication,Date,Title,Content
0,Ansa,2024-09-26,"
                              Europa League, in campo Roma-Bilbao 1-1 LIVE
                            ","Roma-Atletico Bilbao 1-1 LIVE, per la prima giornata dell'Europa League. Gol di Dovbyk al 32'. Pari di Paredes all'85'. ""Continua il dissenso con 15 minuti di silenzio"". E' lo striscione in Curva Sud durante il pre partita di Roma-Athletic Bilbao. Prosegue dunque la protesta del tifo giallorosso contro i Friedkin per l'esonero di De Rossi che aveva portato domenica contro l'Udinese a scioperare per la prima mezz'ora della partita. In quell'occasione i tifosi giallorossi erano anche rimasti fuori dalla Curva, mentre questa volta sono all'interno dell'impianto ma non tiferanno per i primi 15 minuti. Alla lettura delle formazioni fischiato solo Cristante, colpevole come Pellegrini (non convocato), secondo la tifoseria, di non aver dato abbastanza sotto la guida di De Rossi.  Sarà l'arbitro bulgaro Georgi Kabakov a dirigere Roma-Athletic Bilbao in programma giovedì allo stadio Olimpico, ore 21. Tutta bulgara il resto della squadra arbitrale, fatta eccezione per il serbo Momčilo Marković come assistente al Var."
1,Ansa,2024-09-26,"
                                    La Rai ha il nuovo vertice, scontro nell'opposizione. Rossi sarà ad, incognita Agnes
                                  ","Dopo una fase di stallo di alcuni mesi va in porto il rinnovo del consiglio di amministrazione Rai, scaduto lo scorso maggio. Il voto parlamentare sui quattro membri che andranno ad aggiungersi a Davide Di Pietro, eletto dai dipendenti lo scorso novembre, è andato come da previsioni, con una spaccatura dell'opposizione che potrebbe minare il futuro del campo largo. Il Tesoro ha poi indicato Giampaolo Rossi, attuale direttore generale, punto di riferimento di Fratelli d'Italia nel campo dei media, come consigliere che assumerà l'incarico di amministratore delegato, insieme a Simona Agnes, fortemente voluta da Forza per il ruolo di presidente, che dovrà però superare lo scoglio della Commissione di Vigilanza. Al Senato la Lega ha indicato un grande conoscitore della Rai, già direttore di rete e vice dg, come Antonio Marano, sostenuto da Alessandro Morelli, ma in dubbio fino all'ultimo anche in seguito agli attacchi per il possibile conflitto di interesse legato all'incarico di direttore commerciale di Milano-Cortina. Fdi si è orientata alla Camera su Federica Frangi, giornalista del Tg2, con un passato a Porta a Porta, chiamata un anno fa a gestire le presenze tv degli esponenti del partito, ma rientrata in azienda dopo un solo mese. Entrambi hanno avuto il sostegno di tutto il centrodestra, che ha trovato un equilibrio che potrebbe essere però messo in discussione quando Agnes dovrà ottenere per il sì dei due terzi della bicamerale. Domani il consiglio dei ministri dovrebbe procedere alla sua designazione, insieme a quella di Rossi. Quest'ultimo sarà poi nominato all'inizio della prossima settimana dall'assemblea della Rai, che sarà seguita dal cda, guidato dal consigliere anziano Marano, nel quale verrà eletta la nuova presidente. Poi toccherà alla Vigilanza esprimere il gradimento e la maggioranza potrebbe provare a dilatare i tempi. I numeri al momento non ci sono, perché l'opposizione ha annunciato da tempo l'intenzione di non partecipare al voto, ma il centrodestra potrebbe tentare, anche eventualmente in una doppia votazione, a raggiungere i consensi necessari, approfittando delle divisioni del campo avverso. La strada è in salita e non è escluso che si punti, subito dopo l'eventuale bocciatura di Agnes, su un nome di garanzia, in grado di non scontentare Forza Italia e - si ragiona in ambienti di centrodestra - di soddisfare anche i dem, come seconda forza parlamentare. La minoranza, dopo la decisione di Pd, con Iv e Azione, di non partecipare al voto denunciando l'occupazione della tv pubblica da parte dei partiti di governo, si è spaccata. Il Movimento 5 Stelle ha confermato al Senato Alessandro Di Majo, avvocato, già eletto tre anni fa, e appoggiato alla Camera Roberto Natale, giornalista con un lungo passato in Rai e una grande esperienza nel sindacato di categoria, indicato da Verdi e Sinistra. I dem restano quindi senza rappresentanza nel nuovo consiglio, come accaduto a Fratelli d'Italia in quello uscente.""Noi siamo stati coerenti - ha sostenuto il leader M5s Giuseppe Conte -. Siamo con Avs, non capisco la decisione del Pd. Il cda deve essere presidiato dalle forze di opposizione. La spaccatura c'è stata da parte del Pd insieme a Renzi"". ""La posizione del Pd è quella di tutte le opposizioni fino a ieri, al massimo chiedete ad altri perché hanno cambiato idea - ha replicato la segretaria Elly Schlein -. Rimaniamo coerenti con l'idea che sia sbagliato rinnovare un cda che è fuori legge perché il Media Freedom Act è già entrato in vigore"". Il Nazareno chiedeva di avviare, prima delle nomine, la riforma della tv pubblica, che dovrebbe essere incardinata martedì prossimo in Commissione al Senato. Poi dovrebbero partire anche gli Stati Generali per il settore. Si vedrà se saranno l'occasione per ricompattare la minoranza o se la maggioranza riuscirà a sfruttare l'occasione per ampliare il consenso su Agnes. "
2,Ansa,2024-09-26,"
                                    Netanyahu boccia la tregua. Gli Usa: 'Aveva dato l'ok'
                                  ","Non ci sono spiragli, almeno al momento, per una tregua in Libano. La proposta americana e francese di uno stop di 21 giorni delle ostilità, sostenuta dall'Ue e altri Paesi, è stata respinta da Benyamin Netanyahu, che secondo Washington prima avrebbe accettato il cessate il fuoco ma poi ha ordinato di insistere con gli attacchi contro le postazioni di Hezbollah. Il risultato, l'ennesima ondata di raid ed un nuovo blitz mirato a Beirut, per eliminare il comandante sciita responsabile degli attacchi con i droni.  L'iniziativa diplomatica sul Libano ha avuto un'accelerazione dopo che i vertici dell'esercito israeliano hanno annunciato i preparativi per un'incursione via terra. Un'escalation che secondo Joe Biden rischia di portare ad un conflitto su larga scala in Medio Oriente. Il presidente americano ha incontrato il collega francese Emmanuel Macron a margine dell'Assemblea Generale dell'Onu per concordare una strategia. In una dichiarazione congiunta i due leader hanno chiesto ""un accordo sul confine tra Israele e Libano che garantisca sicurezza e protezione per consentire ai civili di tornare alle loro case"".  Il piano - sottoscritto anche da Regno Unito, Ue, Italia, Germania, Australia, Canada, Giappone, Arabia Saudita, Emirati e Qatar - prevede un cessate il fuoco di tre settimane per dare spazio a negoziati più ampi, anche su Gaza.  Le speranze di una pausa nelle ostilità si sono però infrante sul muro di Netanyahu. Il premier israeliano, arrivato a New York per intervenire all'Onu, non ha neanche risposto all'appello di Usa e Francia, come ha fatto sapere il suo ufficio. Anzi, appena messo piede a terra dopo il viaggio ha affermato perentorio che ""continueremo a colpire Hezbollah con tutta la forza finché non riporteremo i residenti del nord nelle loro case"". Una decisione accolta con malcelata irritazione dalla Casa Bianca, che in serata ha puntualizzato attraverso la portavoce Karine Jean-Pierre che la dichiarazione comune per il cessate il fuoco era stata ""coordinata"" proprio con Israele.  Il voltafaccia dell'ultimo minuto, con concessioni offerte e poi ritirate, è una tattica che Netanyahu ha già adottato nel corso del conflitto a Gaza. E così come ha promesso di fare nella Striscia, il leader israeliano ha annunciato di voler andare fino in fondo anche in Libano, per smantellare definitivamente Hezbollah. Bibi, inoltre, è sembrato scommettere ancora una volta sul fatto che gli Usa, al momento delle scelte di campo, si sono sempre schierati con lo Stato ebraico. Come dimostra l'ennesimo e ingente pacchetto da 8,7 miliardi di dollari in aiuti militari.     Il leader israeliano, per andare fino in fondo contro Hezbollah, considera necessaria un'ulteriore prova di forza. In questa direzione, l'Idf ha fatto sapere di aver condotto un'esercitazione con un brigata di carri armati ""a pochi chilometri dal confine libanese, in un terreno montuoso"" per ""migliorare la prontezza operativa e logistica per vari scenari di combattimento in territorio nemico sul fronte settentrionale"": ancora una volta, prove generali di invasione.  Nel frattempo, per il quarto giorno consecutivo l'aviazione ha bombardato con intensità il Libano, affermando di aver centrato 75 obiettivi militari di Hezbollah nel sud e nella valle della Bekaa, fino al confine con la Siria. Nella capitale libanese invece è stato preso di mira Mohammed Surur, a capo delle unità aeree della fazione. Un altro pezzo grosso dell'élite militare del Partito di Dio, che era stato inviato in Yemen per addestrare gli Houthi nei raid con i droni. Secondo fonti dell'Idf, Surur è stato ucciso. Dal Libano verso Israele invece sono stati lanciati in un solo giorno circa 150 razzi, arrivati fino ad Haifa e alla città di Safad.  Il bilancio delle vittime nel Paese dei cedri ha continuato a crescere. Soltanto giovedì, secondo le autorità libanesi, sono state uccise 81 persone, inclusa una cittadina francese di 87enne, nel crollo di un palazzo. Sono oltre 700 le vittime da lunedì. Un dramma nel quale l'Ue ha ""deplorato il pesante prezzo pagato dai civili, compresi i bambini e il personale delle Nazioni Unite"". Disastrosa anche la situazione degli sfollati, arrivati a centomila.     L'Iran sembra disposto a riprendere i negoziati sul nucleare, ma rifiuta il ritorno nei suoi siti degli ispettori il cui accreditamento è stato ritirato. Lo afferma il direttore generale dell'Agenzia internazionale per l'energia atomica (Aiea), Rafael Grossi, in un'intervista all'Afp. Gli iraniani ""stanno mostrando segni di volontà di impegnarsi nuovamente, non solo con l'Aiea, ma anche con i nostri ex partner nell'accordo nucleare del 2015"", ha detto Grossi, aggiungendo tuttavia che Teheran non vuole ""rimettere nella lista gli ispettori"" a cui è stato ritirato l'accreditamento. ""E' un duro colpo e non pensiamo che sia costruttivo"". "
3,Ansa,2024-09-26,"
                                    Forse una lite prima della strage di Nuoro, il figlio superstite: 'A casa urlavano tutti'
                                  ","I cinque corpi delle vittime della strage che si è consumata a Nuoro sono all'ospedale Brotzu di Cagliari, dove tra sabato e domenica saranno esaminati dal medico legale Roberto Demontis. Salme che potrebbero raccontare molto della dinamica della tragedia e della follia omicida di Roberto Gleboni, l'operaio forestale di 52 anni che nell'appartamento di via Ichnusa ha sterminato la famiglia - solo il figlio 14enne è sopravvissuto - e ucciso il vicino di casa, prima di dirigersi nell'abitazione dall'anziana madre, colpirla gravemente alla tempia per poi togliersi la vita.   Paolo Sanna, 69 anni, viveva al terzo piano. L'omicida ha sparato dal pianerottolo mentre saliva le scale, dopo essere sceso a riattaccare la luce andata via in seguito a un blackout. ""A casa stamattina urlavano tutti"", ha detto alle forze dell'ordine l'unico sopravvissuto mentre lo accompagnavano in ospedale, dopo aver aperto la porta agli investigatori giunti nell'appartamento dopo l'allarme lanciato dai vicini. Parole che potrebbero far pensare a una lite nel momenti che hanno preceduto la tragedia. Il 14enne è stato operato al San Francesco di Nuoro dai chirurghi dell'Otorinolaringoiatria che gli hanno rimosso alcune schegge dalla mandibola. Quando le sue condizioni di salute lo consentiranno, sarà sentito dagli inquirenti in modalità protetta e col supporto di un tutore e di uno psicologo. La strage che si è consumata ieri alle 7 rimane ancora senza un movente. E le parole del ragazzo superstite potrebbero aiutare a dipanare una matassa giudiziaria che attualmente si presenta impenetrabile. Gli investigatori scavano nel passato della famiglia. Nessuno tra parenti, amici e vicini di casa della coppia, interrogati dagli uomini della polizia di Stato e dai carabinieri, ha raccontato di dissidi familiari e hanno descritto l'omicida come un uomo gentile. Né ci sono state denunce o segnalazioni a suo carico. Nel racconto dei conoscenti della famiglia però, emergono le prime crepe: ""Abbiamo saputo che Gleboni aveva problemi nel condominio, ha avuto reazioni sproporzionate per cose banali e faceva dei dispetti sui contenitori della raccolta differenziata. Era strano, ma quante persone strane ci sono nel mondo?"", racconta un vicino.     Le mamme dei compagni di classe di Francesco non avevano rapporti con i genitori del bambino: ""Erano persone riservate e del resto i panni sporchi si lavano a casa"", taglia corto una signora. E difficili sarebbero stati anche i rapporti con la famiglia di origine di Giuseppina Massetti, con cui ci sarebbe stata più di una tensione. Le indagini - coordinate dai pm Riccardo Belfiori e Sara Piccicuto - proseguono senza sosta. Molte speranze di venire a capo del movente vengono poste negli accertamenti tecnici su telefonini e computer delle vittime e dell'omicida-suicida. Così come importanti saranno gli esiti degli accertamenti patrimoniali, già avviati dagli investigatori. E mentre il dolore e lo sgomento si diffonde a Nuoro e in tutta la Barbagia, territorio che a memoria d'uomo non ricorda una tragedia simile, si prova a reagire. La preside della scuola frequentata da Francesco, Graziella Monni è impegnata nel supporto ai bambini per l'elaborazione del lutto: ""Sgomenti, con il cuore a pezzi. Francesco, amore nostro"" scrive la dirigente su Facebook. Mentre i compagni della piccola vittima depositano letterine e appoggiano un mazzo di fiori sul banco dello sfortunato compagno della Quinta B. Il Comune di Nuoro, sabato alle 19, ha organizzato una fiaccolata ""per esprimere solidarietà e vicinanza alla famiglia colpita dal tragico evento"". Si parte dalla casa di via Ichnusa fino ad arrivare in piazza Santa Maria della Neve davanti alla Cattedrale."
4,Ansa,2024-09-26,"
                                Giorgetti vede gli enti locali, impegno su sanità e welfare
                              ","   Dopo sindacati e imprese tocca agli enti locali confrontarsi con il governo sulla prossima manovra di bilancio, toccando uno dei nervi scoperti per le Regioni, ovvero la sanità, ma anche la spesa sociale tanto cara ai Comuni. Sul piatto ci sarebbero più soldi per il Fondo sanitario nazionale ma anche l'aumento del contributo delle Regioni alla finanza pubblica, un'operazione praticamente a somma zero necessaria per non incrinare i conti.    I margini di manovra per l'anno prossimo sono strettissimi e il ministro dell'Economia, Giancarlo Giorgetti, lo ribadirà domani in Cdm ai colleghi, illustrando le cifre definitive del Piano strutturale di bilancio. La crescita, all'1% quest'anno come previsto già dal Def, salirà all'1,2% nel 2025 e 2026, il deficit calerà sotto il 3% nel 2026, mentre il debito sorprenderà al rialzo, e sempre per il solito responsabile cioè il Superbonus.     Nell'incontro con il ministro, l'Anci ha riscontrato l'impegno a contenere i vincoli sui Comuni e un'attenzione specifica sulla spesa sociale, soprattutto quella destinata ai minori nelle strutture d'accoglienza. Il presidente Roberto Pella parla di uno ""spirito costruttivo che darà i suoi frutti"".     Le Regioni hanno invece appreso dell'ipotesi di aumentare il Fondo sanitario nazionale per non ridurre il rapporto tra spesa sanitaria e Pil: al momento si parla di 900 milioni al netto degli aumenti contrattuali, cifra che andrà rivista alla luce del valore del Pil per essere coerente con l'obiettivo del governo di una spesa sanitaria sopra l'1,5% del Pil. Verrebbe però mantenuto l'attuale contributo delle Regioni alla finanza pubblica, già salito nel 2024 da 305 a 350 milioni di euro, tanto che le Regioni chiedono di tenere aperto il confronto per arrivare ad una cifra più contenuta.     La spesa sanitaria sopra l'1,5% è tra le ""inderogabili decisioni"" del governo, anche se ""questo significa che altre spese devono essere più basse"", aveva detto Giorgetti ai sindacati. L'altra priorità è rendere strutturali il taglio del cuneo e la riforma dell'Irpef, e sui contratti di lavoro pubblico, c'è l'impegno ""a recuperare i valori dell'inflazione, ovvero circa il 2% annuo"".     Lo spazio per fare altro è davvero poco, nonostante nel Psb la crescita per il 2024 verrà confermata all'1%, e i prossimi due anni salga all'1,2%. Sarà un aiuto al deficit che quest'anno, grazie alle maggiori entrate, parte dal 3,8% invece del 4,3% indicato nel Def. Con la tagliola della spesa netta fissata dalle regole europee all'1,5% di media, il deficit calerà almeno al 3,2% nel 2025, e nel 2026 si guadagnerà l'uscita dalla procedura d'infrazione scendendo al 2,7%. Ma Giorgetti ricorderà ai colleghi in Cdm il peso del debito, cresciuto a causa dei vari bonus edilizi a cominciare dal Superbonus 110, spiega il Mef. Nonostante gli interventi degli ultimi anni per frenare gli effetti della maxi agevolazione, il debito continuerà a gonfiarsi per i crediti che ancora devono essere smaltiti dallo Stato: dal 134,8% dell'anno in corso salirà al 137,1% nel 2025 e al 138,3% nel 2026.     Con un Psb ""prudente e responsabile"", resta l'esigenza di trovare altre risorse. Il ministro chiarisce che ""noi chiediamo un contributo a tutti quelli che se lo possono permettere cercando insieme la strada migliore per raggiungere gli obiettivi"". Si studiano quindi diverse strade con diversi soggetti, in particolare ""chi ha maggiormente beneficiato di condizioni particolarmente favorevoli"". Non saranno tasse sugli extraprofitti, ribadisce il Mef. Anche perché, ricorda il presidente dell'Abi Antonio Patuelli, ""non esistono gli extraprofitti"" in nessuna dottrina, e le banche italiane finora sono state tutte salvate ""con i contributi obbligatori delle banche concorrenti"", non con fondi pubblici. Resta però la disponibilità ad aiutare, con un anticipo di liquidità o un contributo volontario, ed è quello che si sta discutendo. Purché bilanci e patrimonio vengano salvaguardati.  "
5,Ansa,2024-09-26,"
                                Zelensky alla Casa Bianca, bombe a lungo raggio dagli Usa
                              ","Joint Standoff Weapon. E' questo il nome del lascito di Joe Biden a Volodomyr Zelensky nella sua probabilmente ultima grande manovra a favore dell'Ucraina da commander-in-chief, mentre la sua erede Kamala Harris assicura che se sarà eletta alla Casa Bianca il suo sostegno verso Kiev sarà incrollabile al contrario di Donald Trump che ne vuole ""la resa"". L'ultimo regalo del presidente democratico all'Ucraina sono per la prima volta dall'inizio del conflitto bombe a lungo raggio anche se resta il veto di Washington sul loro utilizzo in profondità nel territorio russo. Un via libera che Zelensky chiede da mesi, ma che probabilmente non arriverà a breve dopo la mossa aggressiva del Cremlino, che ha deciso di aggiornare la sua dottrina nucleare per ""inviare un messaggio ai Paesi ostili"", America in primis. ""La Russia non prevarrà, noi saremo sempre accanto all'Ucraina ora e in futuro"", ha dichiarato Biden annunciando il nuovo maxi pacchetto da 8 miliardi che comprende un'altra batteria di difesa aerea e nuovi missili Patriot; munizioni e supporto per gli Himars, veicoli blindati, mine anti imboscata, missili Javelin. Ma la vera chicca per le forze di Zelensky sono indubbiamente le Jsow, le bombe guidate plananti con una gittata di 110 chilometri che possono essere lanciate dai caccia ad una distanza di sicurezza dalle linee nemiche e compatibili con diversi jet, tra cui gli F-16, di cui gli Stati Uniti e gli alleati stanno trasferendo alla Ucraina circa un centinaio di esemplari. Biden ha inoltre dato mandato al Pentagono di ampliare il programma di training per i piloti ucraini proprio sul quel tipo di caccia in modo da addestrarne altri 18 il prossimo anno. Il commander-in-chief ha anche convocato una riunione a livello di leader in Germania ad ottobre del Gruppo di contatto per coordinare gli sforzi degli oltre 50 Paesi che sostengono l'Ucraina e garantire che se dopo il voto di novembre la linea americana verso Kiev dovesse cambiare, Zelensky possa continuare a godere di un ampio e solido sostegno internazionale. Una rassicurazione che il leader ha avuto anche da Kamala Harris nel caso di una sua vittoria a novembre. ""Il mio sostegno è incrollabile, lavorerò affinché Kiev prevalga"", ha dichiarato la vice presidente che ha colto l'occasione per dare una stoccata al suo rivale repubblicano. ""Ci sono dei leader negli Stati Uniti che vogliono che l'Ucraina ceda territori con proposte che non sono di pace ma di resa"", ha attaccato in un chiaro riferimento a Trump e a parte dei repubblicani. Il leader ucraino sperava di avere un colloquio con il tycoon in vista di un eventuale cambio della guardia alla Casa Bianca ma pare che alla fine sia saltato. D'altra parte anche la tappa a Capitol Hill di Zelensky rispetto alle altre visite è stata sottotono e turbata da una serie di attacchi da parte di figure di primo piano dei repubblicani, tra cui The Donald. Il tycoon lo ha accusato di essere ""il più grande venditore al mondo"", praticamente un piazzista, e di ""aver rifiutato un accordo"" per mettere fine alla guerra, mentre lo speaker della Camera Mike Johnson gli ha chiesto di cacciare l'ambasciatrice ucraina negli Stati Uniti Oksana Markarova per aver organizzato la sua visita ad una fabbrica di munizioni a Scranton, la città di Biden in Pennsylvania, accompagnato da un gruppo di democratici. Una mossa che da alcuni repubblicani è stata bollata come ""interferenza elettorale"" e sulla quale il comitato di sorveglianza della Camera, guidato dal Grand Old Party, ha aperto un'indagine. A Washington Zelensky ha presentato anche a Biden e Harris, in due incontri separati, il suo piano per la vittoria, appena esposto all'Assemblea generale dell'Onu a New York. Secondo alti funzionari americani, però, la Casa Bianca non ne è rimasta particolarmente colpita, giudicando la strategia priva di una visione globale. ""Viene vista, in sostanza, come la richiesta di nuove armi e di eliminare le restrizioni sui missili a lungo raggio impacchettata in modo diverso"", ha riferito una fonte dell'amministrazione al Wall Street Journal. "
6,Ansa,2024-09-26,"
                                Sinner vince in rimonta e manda un bacio a zia Margith
                              ","Una vittoria in rimonta, come nel primo turno degli Us Open, e poi un bacio verso il cielo per la zia Margith scomparsa da pochi giorni, alla quale era legatissimo e a cui aveva dedicato la vittoria nell'US Open.   Jannik Sinner è tornato, da campione uscente del torneo Atp 500 di Pechino, e i suoi tifosi sperano, notando la coincidenza, che nella capitale cinese vada a finire come a New York. Infatti anche nel torneo del Grande Slam Jannik era partito in salita, ovvero perdendo il primo set, in quel caso per 6-2 contro McDonald. Poi però Sinner aveva alzato l'asticella e per l'americano e successivamente gli altri avversari non c'era stato più nulla da fare, fino al trionfo finale contro Taylor Fritz. Così ora la speranza di Sinner e di chi lo segue è che anche questa 'falsa partenza' , leggi primo set perso, sia di buon auspicio, e che a Pechino vada a finire come a NY. Intanto contro il cileno Nicolas Jarry, del quale ha sofferto la battuta, dopo aver perso per 6-4, in 38 minuti, la prima 'frazione', ha rimesso le cose a posto vincendo il secondo set per 6-3 e poi per 6-1 in un terzo set praticamente senza storia: Jarry è riuscito ad annullare solo un match point, ma poi ha dovuto cedere in quasi due ore di gioco.   ""Il primo turno di un torneo non è mai semplice, e certo giocare contro Jarry è decisamente duro - le parole di Sinner dopo l'incontro - Ma sono contento della mia prestazione. Lui ha giocato un buon tennis, nel primo set ho fatto fatica a rispondere al suo servizio e mi ha fatto un break. Ho cercato di restare mentalmente in partita. Dopo lo US Open abbiamo cercato di lavorare molto duro e di cambiare qualcosa. Sono molto felice del percorso"". Nel prossimo turno Sinner, per il quale quella di oggi è stata la vittoria n. 56 su 61 partite giocate nel 2024, affronterà il vincitore della sfida tra il lucky loser Roman Safiullin o l'ex numero 3 del mondo Stan Wawrinka. Sempre in queste ore il n. 1 del mondo ha ufficializzato che non parteciperà all'Atp 500 di Vienna, torneo sul cemento indoor della Wiener Stadthalle in programma dal 21 al 27 ottobre, dove lo scorso anno aveva conquistato il titolo in finale su Daniil Medvedev. Quindi Sinner non difenderà i 500 punti incassati nella capitale austriaca per concentrarsi sui successivi impegni: il Masters 1000 di Parigi-Bercy, le Nitto Atp Finals di Torino e la Coppa Davis di Malaga. Una decisione comprensibile anche a causa del fatto che l'altoatesino sarà protagonista dal 16 al 19 ottobre del torneo di esibizione in Arabia Saudita 'Six Kings Slam'.    "
7,Ansa,2024-09-26,"
                                Massacrato con una mazza da baseball, fermato un 16enne
                              "," Un 16enne è stato fermato con l'accusa di tentato omicidio per aver aggredito martedì scorso a colpi di mazza da baseball a Cesano Maderno, in Brianza, un imprenditore 60enne. L'uomo ora è ricoverato all'ospedale San Gerardo di Monza in pericolo di vita. Dalle indagini non risulta che l'aggressore e la vittima si conoscessero e il movente non è chiaro. I carabinieri hanno identificato e fermato il ragazzo ieri sera tardi.    Nell'appartamento dove abita il ragazzo- non lontano dall'edificio dove, nei box, è stato aggredito il 60enne - sono stati trovati qualche spinello e gli abiti ancora sporchi di sangue che il ragazzo avrebbe indossato martedì durante l'aggressione. Non risulta che il 16enne, seppure da alcune testimonianze sia emerso che abbia manifestato in passato difficoltà psicologiche, sia mai stato preso formalmente in cura. E' stato portato nel carcere Beccaria di Milano. Nelle prossime ore sarà sentito dal pm della Procura per i Minori."
8,Ansa,2024-09-26,"
                                  
                                  Coppa Italia, in campo Napoli-Palermo 5-0 LIVE
                                ","In campo Napoli-Palermo 5-0 LIVE, per i sedicesimi di finale di Coppa Italia. Gol di Ngonge all'8' e al 12'. Allungo di Jesus al 42'. Poker di Buongiorno al 70'. McTominay dilaga al 77'. Il Napoli - secondo quanto rende noto il Comune di Saviano - scenderà in campo con il lutto al braccio in ricordo delle vittime dello scoppio della palazzina avvenuto a Saviano domenica scorsa. Prima della gara le due squadre osserveranno un minuto di raccoglimento. In occasione dei funerali, la società - riferisce ancora il Comune - deporrà una maglia della squadra con il nome Giuseppe e il numero 10 sulla bara del piccolo tifoso azzurro, una delle vittime del crollo.   "
9,Ansa,2024-09-26,"
                                  
                                  'Evasione fiscale e riciclaggio', quattro anni a Irene Pivetti
                                ","Quattro anni di reclusione, come aveva chiesto la Procura. E' la pena inflitta a Irene Pivetti nel processo milanese per le accuse di evasione fiscale e autoriciclaggio e su una presunta finta compravendita di tre Ferrari Granturismo. Indagine che le era già costata un sequestro da oltre 3,4 milioni di euro, cifra per la quale il Tribunale ha disposto la confisca, che arriverà se la sentenza diventerà definitiva. E' scontato il ricorso in appello, perché l'ex presidente della Camera continua a ribadire la propria innocenza. ""Questa è solo la fine del primo tempo - ha detto dopo il verdetto -. Non aspettavo nulla di diverso. Sono curiosa di vedere le motivazioni. Ricorreremo in appello e sono serena perché sono perfettamente innocente. Le tasse le ho sempre pagate"". ""Ma qui - ha aggiunto - l'oggetto del contendere è far passare la Pivetti come un evasore fiscale"". La sentenza delle giudici della quarta penale Scalise-Cecchelli-Castellabate è arrivata a seguito delle indagini del pm Giovanni Tarzia, condotte dal Nucleo di polizia economico finanziaria della Gdf. Sono stati condannati anche il pilota di rally ed ex campione di Granturismo Leonardo 'Leo' Isolani, a 2 anni con pena sospesa e non menzione, e la moglie di Isolani, Manuela Mascoli, anche lei a 2 anni. Mentre la figlia di quest'ultima, Giorgia Giovannelli, è stata assolta. Nell'inchiesta veniva ipotizzato un ruolo di intermediazione di 'Only Italia', società riconducibile a Pivetti, in operazioni del Team Racing di Isolani, che voleva nascondere al fisco (aveva un debito di 5 milioni) alcuni beni, tra cui le tre Ferrari. Le auto sarebbero state al centro di una finta vendita, nel 2016, al gruppo cinese Daohe per essere, invece, trasferite in Spagna. L'unico ""bene effettivamente ceduto, ovvero passato"" ai cinesi, stando all'imputazione, sarebbe stato ""il logo della Scuderia Isolani abbinato al logo Ferrari"". Se lo scopo di ""Isolani e Mascoli"" era quello ""di dissimulare la proprietà dei beni e sottrarli"" al fisco, ""l'obiettivo perseguito da Irene Pivetti"" sarebbe stato ""di acquistare il logo Isolani-Ferrari per cederlo a un prezzo dieci volte superiore al gruppo Dahoe, senza comparire in prima persona"". Per la Procura, l'ex parlamentare leghista avrebbe comprato il marchio per 1,2 milioni di euro per rivenderlo alla società cinese a ""10 milioni"". Nel settembre 2022 la Cassazione confermò il sequestro da quasi 3,5 milioni, che inizialmente era stato bocciato dal gip. Il pm nella requisitoria ha evidenziato la ""natura simulata dei contratti"", vista anche ""la plusvalenza realizzata"". Pivetti, per l'accusa, usò le società ""come schermo giuridico: erano solo scatole vuote"". Il pm aveva chiesto di non concederle attenuanti, perché ""si pretende"" che Pivetti ""abbia sensibilità agli obblighi di legge"", dato che ""ha avuto modo di conoscere le istituzioni dello Stato dall'interno"", è stata ""la terza carica dello Stato"" ed è ""beneficiaria di un vitalizio pagato dai cittadini"". Attenuanti generiche, invece, riconosciute dai giudici. Per Pivetti, assistita dall'avvocato Filippo Cocco, si avvicina, poi, un altro scoglio giudiziario: un processo a Busto Arsizio (Varese) su una compravendita dalla Cina di mascherine per 35 milioni di euro durante l'emergenza Covid. Per l'accusa, ne furono consegnate molte meno, per un valore di 10 milioni, e di qualità scadente."
