,Publication,Date,Title,Content
0,Ansa,2024-09-30,"
                              Maxi blitz contro i clan degli ultras di Inter e Milan, arresti e perquisizioni
                            ","Gli agenti del Servizio Centrale Operativo della Direzione Centrale Anticrimine della Polizia di Stato, della Squadra Mobile e della S.I.SCO di Milano stanno eseguendo decine di misure cautelari e decreti di perquisizione nei confronti di persone indagate a vario titolo per associazione per delinquere, con l'aggravante del metodo mafioso, estorsione, lesioni ed altri gravi reati. Gli indagati sono quasi tutti riconducibili alle tifoserie ultras di Inter e Milan e i reati connessi al giro d'affari legato al contesto calcistico. L'operazione è in corso dalle prime ore di questa mattina da parte della Polizia di Stato e della Guardia di Finanza, coordinati dalla Direzione Distrettuale Antimafia della Procura di Milano. Sono complessivamente una quarantina gli indagati, 19 gli arresti tra i capi delle curve di Milan e Inter. Tra di loro non vi sono dipendenti o dirigenti delle società che, come spiegato dal procuratore di Milano Marcello Viola, risultano ""persone offese"". Oltre all'attività degli agenti della Polizia altre misure sono state eseguite da militari del Servizio Centrale Investigazioni Criminalità Organizzata (S.C.I.C.O.) e del Nucleo Polizia Economico Finanziario della Guardia di Finanza di Milano - G.I.C.O. I dettagli dell'operazione saranno resi noti nel corso di una conferenza stampa alle ore 11 e 30 negli uffici della Procura della Repubblica di Milano.  Tra i destinatari delle 19 misure cautelari, tra carcere e domiciliari, nell'inchiesta di Polizia e Gdf che ha ""azzerato i vertici delle curve"" di Inter e Milan ci sono Luca Lucci e Renato Bosetti, il primo capo della curva milanista, il secondo neo capo della curva nord interista dopo l'arresto di Andrea Beretta per l'omicidio di Antonio Bellocco. Entrambi destinatari di ordinanza in carcere, così come Marco Ferdico (curva interista). Ordinanza anche per Beretta, già in carcere per l'omicidio. E per Christian Rosiello, noto come il bodyguard di Fedez perché rimasto coinvolto nel presunto pestaggio ai danni di Cristiano Iovino.   Per l'inchiesta si è attivata anche la giustizia sportiva. Il procuratore federale della Figc, Giuseppe Chinè, sta infatti chiedendo in queste ore - apprende l'ANSA - ai pm della Procura della Repubblica di Milano l'ordinanza di custodia cautelare e gli atti di indagine non coperti da segreto. L'intento é verificare eventuali condotte ""rilevanti"" per l'ordinamento sportivo, da parte delle due società o di loro tesserati. Tra le presunte attività estorsive, contestate nella maxi inchiesta di Polizia e Guardia di Finanza e della Procura di Milano, che ha delineato una ""alleanza"" tra le curve degli ultrà interisti e milanisti nei traffici illeciti anche con infiltrazioni della 'ndrangheta, c'è principalmente quella sui servizi di catering relativi allo stadio di San Siro. In più, da quanto si è saputo, dalle indagini dei pm Paolo Storari e Sara Ombra sono emerse anche estorsioni e richieste di ""pizzo"" nei confronti degli ambulanti che vendono panini e cibo fuori dal Meazza, oltre ad una serie di pestaggi e cosiddetti ""reati da stadio"". L'inchiesta non riguarderebbe, invece, traffici di droga. Diciannove le misure cautelari, 16 in carcere e tre ai domiciliari. I reati contestati sono associazione per delinquere con l'aggravante mafiosa, estorsione, false dichiarazioni o attestazioni in atti destinati all'autorità giudiziaria, possesso e fabbricazione di documenti di identificazione falsi, accesso abusivo a sistemi informatici, lesioni, percosse, rissa e resistenza a pubblico ufficiale. Come spiega il procuratore di Milano Marcello Viola in una nota, si tratta di ""una complessa indagine"" delle Dda milanese ""che ha riunito diversi filoni investigativi condotti da più articolazioni della Polizia di Stato, nonché dal Gico di Milano e dallo Scico della Gdf"". Assieme ""all'esecuzione delle misure cautelari sono state delegate ed eseguite decine di perquisizioni a carico di ulteriori indagati"". Inoltre, la Divisione Anticrimine della Questura di Milano ""ha applicato a più soggetti diversi divieti di accesso ai luoghi, ove si svolgono manifestazioni sportive"", ossia dei Daspo, o ""ha comunque avviato la relativa procedura nei confronti di numerose altre persone"". Le indagini hanno consentito, secondo l'accusa, ""di accertare l'esistenza di infiltrazioni criminali tra gli ultrà e hanno coinvolto i principali esponenti dei cosiddetti 'direttivi' delle tifoserie organizzate delle due principali squadre calcistiche milanesi"". La Procura di Milano, che ha sgominato i traffici illeciti delle curve di Inter e Milan con 19 misure cautelari, ha avviato anche un cosiddetto ""procedimento di prevenzione"" nei confronti di Inter e Milan, società non indagate ma che dovranno dimostrare, in un contraddittorio, di aver reciso i legami con il mondo ultrà, soprattutto sul fronte della gestione dei biglietti per le partite. Altrimenti si potrebbe arrivare, davanti alla Sezione misure di prevenzione del Tribunale, ad un provvedimento di amministrazione giudiziaria. Lo stadio di San Siro, si legge negli atti, ""e le attività economiche connesse sono fuori da ogni controllo di legalità"". Ciò è avvenuto, ""almeno in parte, anche a causa di alcune carenze organizzative della Fc Internazionale nella gestione dei rapporti con la tifoseria: controlli assolutamente carenti per gli ingressi allo stadio; forniture di biglietti a soggetti appartenenti alla criminalità che poi effettuano enormi ricarichi in sede di rivendita; partecipazione ai guadagni da parte di soggetti indagati ovvero già condannati per associazione di tipo mafioso, che poi trasferiscono il denaro alla famiglia mafiosa di appartenenza"". Nell'ordinanza si parla di ""contatti agevolatori"" e di vari episodi come ""la corresponsione di 1500 biglietti alla curva nord, dopo pesanti pressioni, in occasione della finale di Champions League"", della ""corresponsione di ulteriori abbonamenti alla curva Nord in occasione della estromissione degli Irriducibili"", un gruppo ultras. E ancora dei ""continui rapporti con We Are Milano dietro cui si nasconde la gestione (occulta) di Andrea Beretta; il costante ingresso allo stadio di soggetti privi di tagliando, agevolato dalle pesanti intimidazioni nei confronti degli stewart, situazione che va avanti da anni e a cui nessuno pare essere in grado di porre rimedio"". Un capitolo dell'ordinanza riguarda, ad esempio, ""l'incontro"" di alcuni capi ultrà, come Marco Ferdico, finito oggi in carcere, ""con il calciatore Skriniar"" e ""i primi contatti con l'allenatore"" Simone Inzaghi. L'inchiesta milanese dimostra ""i rischi di infiltrazione che si insinuano nel calcio professionistico e non professionistico da parte della criminalità organizzata"". Lo ha detto il procuratore antimafia e antiterrorismo Giovanni Melillo a proposito degli arresti dei capi ultrà di Milan e Inter nell'inchiesta della Dda milanese. Un'inchiesta che denota ""rischi di infiltrazione nelle società calcistiche"" come in altri settori. ""Bisogna smettere di far finta di niente"" su questi rischi. Il procuratore di Milano Marcello Viola ha spiegato che le società ""sono parti offese"" avendo messo in campo sistemi per prevenire gli illeciti. Tra gli indagati nell'inchiesta della Procura di Milano sulle curve ultrà c'è Manfredi Palmeri, consigliere regionale lombardo eletto con la lista di Letizia Moratti e consigliere comunale a Milano in una lista di centrodestra. E' accusato di corruzione tra privati in una tranche per i suoi rapporti con un imprenditore interessato, si legge nell'ordinanza del gip, a ""garantirsi l'aggiudicazione dell'appalto"" per i parcheggi dello stadio di San Siro. ""Adesso io a Manfred comunque gli ho comprato già il quadro è!! sono 10.000 di quadro!!"", diceva Gherardo Zaccagni, ""gestore"" di parcheggi e finito ai domiciliari per altre imputazioni. Le indagini ""hanno evidenziato che la Società interista si trova in una situazione di sudditanza nei confronti degli esponenti della Curva Nord, finendo, di fatto, per agevolarli seppur obtorto collo"". Indagini su questo fronte che si sono concentrate soprattutto negli anni ""2019 e 2020, ma la situazione, ad oggi, non è per nulla mutata (se non peggiorata)"". Lo si legge nell'ordinanza del gip di Milano Domenico Santoro, che oggi ha portato a 19 misure cautelari, sgominando gli affari illeciti delle curve interista e milanista. Tra l'altro, nell'ordinanza si parla dell'attività ""di bagarinaggio"" sui biglietti con cui i capi della curva nord interista ""hanno calcolato di trarre ingenti profitti illeciti"". Per l'ultima finale di Champions dell'Inter dello scorso anno, come emerge dagli atti, i capi curva Marco Ferdico, Andrea Beretta e Antonio Bellocco (ucciso da Beretta il 4 settembre), puntavano su ""1500 biglietti da porre in vendita per la sola curva"". Tuttavia, ""la società nerazzurra aveva messo a disposizione"", si legge ancora, ""un quantitativo più esiguo di titoli d'ingresso, corrispondente a 800 biglietti"". Pertanto, Ferdico, ""consapevole che gli introiti che avrebbe potuto acquisire dall'evento sportivo sarebbero stati ingenti, non aveva esitato ad esternare forti pressioni sullo Slo (Supporter Liaison Officer, ndr) dell'Inter"", Claudio Sala, su giornalisti, ""su vecchi calciatori (Materazzi, Zanetti-dirigente Inter), sull'allenatore (Inzaghi) chiedendo la ratio della scelta societaria"". Dagli atti non risultano responsabili o dirigenti dell'Inter indagati. Poi, Ferdico avrebbe minacciato ""la possibilità che il tifo organizzato da lui rappresentato, la Curva Nord, potesse decidere di non presenziare e non tifare la squadra, ventilando l'ulteriore eventualità che questo potesse accadere non solo alla finale di Champions ma anche a quella di Coppa Italia che si sarebbe disputata da lì a pochi giorni"". Marco Ferdico, il capo ultrà interista finito oggi in carcere, ""ha esplicitamente chiesto a Inzaghi"", l'allenatore dell'Inter, ""di intervenire con la Società, o meglio direttamente con Marotta"", presidente nerazzurro, ""al fine di ottenere ulteriori 200 biglietti"" per la finale di Champions di Istanbul dello scorso anno. Lo si legge nell'ordinanza cautelare sul blitz contro gli ultras, che fa riferimento ad intercettazioni del maggio del 2023. Ferdico, si legge ancora negli atti, avrebbe ottenuto ""la promessa di Inzaghi di intercedere con i vertici Societari"". Inzaghi che gli avrebbe detto: ""parlo con Ferri con Zanetti con Marotta"". I principali indagati appartenenti alla Curva dell'Inter arrestati nell'operazione di oggi di Polizia e GdF sono accusati di aver dato vita a un'associazione, aggravata dal metodo mafioso, finalizzata a ""commettere una pluralità indeterminata di reati di lesioni, percosse, resistenza a pubblico ufficiale, rissa, estorsione, intestazione fittizia"". Estorsioni anche ai danni ""dei gestori del catering all'interno dello Stadio di San Siro, dove la corresponsione della somma estorta è avvenuta attraverso l'emissione di fatture false"" e ai danni ""di gruppi organizzati del tifo interista al fine di obbligarli ad acquistare tagliandi di ingresso allo stadio a prezzi maggiorati"". Gli indagati, inoltre, stando alle indagini, ""contribuivano al pagamento delle spese legali per i componenti della Curva Nord indagati per fatti violenti commessi in occasione delle partite o sottoposti a Daspo"". L'aggravante quindi è di aver commesso i fatti ""anche al fine di favorire l'associazione mafiosa dei Bellocco, a cui Bellocco Antonio (ucciso di recente ndr.), arrivato a Milano grazie a Ferdico, che gli procurava alloggio e occupazione lavorativa fittizia, riversava parte dei guadagni derivanti dalle attività illecite, anche ai fini del mantenimento in carcere dei detenuti""."
1,Ansa,2024-09-30,"
                                    Neonati morti, la procura chiede il carcere per Chiara Petrolini
                                  "," La procura di Parma ha presentato appello contro l'ordinanza con cui il Gip di Parma ha disposto i domiciliari per Chiara Petrolini, la giovane di Traversetolo (Parma) accusata della vicenda dei neonati morti e sepolti nel giardino della sua villetta e ha chiesto che la ragazza sia mandata in carcere. Il Gip aveva infatti respinto la richiesta fatta dalla procura per soppressione di cadavere, ritendendo il reato occultamento di cadavere.    "
2,Ansa,2024-09-30,"
                                Missili e droni sull'Ucraina, massiccio raid russo nella notte
                              ","      Missili e droni sono stati lanciati sull'Ucraina dalle forze armate russe nella notte. L'allerta aerea è scattata in quasi tutte le regioni. Inoltre è stata segnalata anche l'attività dell'aviazione tattica russa in direzione sud-est. Molti droni sono stati avvistati nei pressi della capitale Kiev, dove la difesa antiaerea è entrata in azione e i residenti della città sono stati invitati a rimanere nei rifugi. Altre città interessate dal raid sono state Zhytomyr, Kryvyi Rih (dove sono state sentite delle esplosioni), Kharkiv, Poltava, Sumy, Chernihiv, Cherkasy, Kirovohrad, Vinnytsia, Odessa e Mykolaiv.      A Kiev si sono verificate numerose esplosioni, provocate dai sistemi di difesa aerea: lo ha comunicato l'amministrazione militare della città. Anche il sindaco Vitalii Klitschko è intervenuto su Telegram per invitare gli abitanti a restare nei rifugi. L'allarme aereo è stato revocato alle 6.09 (ora locale).       E' durato più di cinque ore l'attacco con droni da parte delle forze russe sulla capitale. Non sono stati segnalati danni o vittime. Lo scrive su Telegram l'amministrazione militare della capitale ucraina. ""E' il quarto attacco aereo su Kiev. Come per quelli precedenti, il nemico ha utilizzato ancora una volta droni d'attacco, probabilmente Shahed. Si sono avvicinati di notte, a ondate e da diverse direzioni"", ha scritto Serhii Popko, capo dell'amministrazione militare regionale di Kiev, precisando che tutti i droni russi sono stati neutralizzati.         Le forze russe hanno attaccato l'Ucraina la notte scorsa con tre missili di vario tipo e 73 droni kamikaze: lo ha reso noto su Telegram l'Aeronautica militare di Kiev, aggiungendo che le difese aeree del Paese hanno abbattuto uno dei missili e 67 velivoli senza pilota nemici. L'Aeronautica non ha precisato il numero dei droni distrutti sulla capitale Kiev    Oltre ai 76 droni kamikaze, la Russia ha lanciato sull'Ucraina un missile balistico Iskander-M dalla Crimea occupata, un missile antiaereo X-31P dallo spazio aereo sul Mar Nero e un missile guidato X-59/69 dallo spazio aereo del territorio occupato della regione di Zaporizhzhia. Quest'ultimo è stato abbattuto. I 67 droni distrutti sono stati intercettati a Kiev, Cherkasy, Vinnytsia, Kirovohrad, Zhytomyr, Poltava, Chernihiv, Sumy, Kharkiv, Dnipro e Mykolaiv.     Un drone era diretto verso la Bielorussia e altri tre sono stati persi nelle regioni settentrionali dell'Ucraina a causa di contromisure di guerra elettronica. Un altro si trovava ancora nello spazio aereo ucraino al momento della pubblicazione del comunicato da parte dell'Aeronautica.     In Ucraina ""verranno raggiunti tutti gli obiettivi prefissati"": lo ha detto il presidente russo Vladimir Putin. ""La verità è dalla nostra parte. Tutti gli obiettivi prefissati saranno raggiunti"", ha detto Putin in un videomessaggio diffuso in occasione del secondo anniversario dell'annessione di quattro regioni ucraine da parte della Russia."
3,Ansa,2024-09-30,"
                                Stellantis rivede le stime del 2024, pesano Usa e calo vendite. Il titolo cede il 15%
                              ","Stellantis ha rivisto le stime dei risultati del 2024, una decisione dovuta ""ai problemi di performance in Nord America e al deterioramento nelle dinamiche globali del settore"". Il margine del risultato operativo adjusted è atteso tra il 5,5% ed il 7% per l'intero 2024, in calo rispetto al precedente ""double digit"", mentre il free cash flow industriale è previsto tra -5 miliardi e -10 miliardi di euro rispetto al precedente ""positive"". Il gruppo stima 200.000 consegne di veicoli in meno rispetto al calo di 100.000 previsto precedentemente. Il titolo perde il 15% in Borsa. La riduzione del margine del risultato operativo adjusted atteso - spiega Stellantis - è correlato per circa due terzi alle azioni correttive in Nord America"", ma anche all'attesa di vendite inferiori nel secondo semestre in diverse aree. ""Il gruppo - spiega la nota - ha accelerato il piano di normalizzazione dei livelli di stock negli Stati Uniti con l'obiettivo di non più di 330.000 unità in giacenza presso la rete entro la fine del 2024 rispetto al precedente termine del primo trimestre 2025. Le azioni includono una riduzione delle consegne alla rete di più di 200.000 veicoli nel secondo semestre del 2024 (un incremento rispetto alla riduzione di 100.000 riflessa nella precedente guidance) rispetto allo stesso periodo dello scorso anno, un aumento degli incentivi sui modelli del 2024 e degli anni precedenti e iniziative di incremento della produttività che contemplano aggiustamenti sia sui costi che sulla capacità produttiva. Il deterioramento nelle condizioni globali del settore si traduce in una previsione di mercato per il 2024 a un livello inferiore rispetto all'inizio dell'anno mentre le dinamiche competitive si sono intensificate per effetto sia della maggiore offerta sia dell'accresciuta concorrenza cinese"". Il Gruppo continuerà ""a far leva ed espandere i propri differenziatori competitivi ed è convinto che le azioni di recupero poste in essere si tradurranno in performance operative e finanziarie più robuste nel 2025 e oltre"".    Stellantis peggiora ulteriormente in Piazza Affari dopo il ribasso delle stime sull'intero esercizio. Il titolo cede il 15% a 12,36 euro, toccando un nuovo minimo dal 21 luglio del 2022. Frenano per l'analogo motivo Volkswagen (-2,57%) e Bmw (-2,64%), con un effetto domino che contagia anche Renault (-6,27%). Quest'ultima è indicata da indiscrezioni di stampa come protagonista di una possibile fusione con Stellantis."
4,Ansa,2024-09-30,"
                                Ultimo esame prima della laurea per Giuli. Protesta alla Sapienza
                              ","  L'ultimo esame universitario del ministro della Cultura, Alessandro Giuli, ""è andato benissimo. Il ministro era preparatissimo ma abbiamo anticipato per motivi di ordine pubblico l'esame alle 8, è stato una trentina di minuti e non posso che fargli i complimenti"". A dirlo è il professore Gaetano Lettieri, con cui Giuli ha svolto la prova orale di Teoria delle dottrine teologiche stamattina nella sede di Lettere e Filosofia dell'università Sapienza di Roma. ""Ha preso 30 - ha aggiunto Lettieri -. Non è stato un esame a porte chiuse, ci sono stati dei poliziotti per ovvi motivi di sicurezza, la porta era aperta, l'esame è stato limpido, le domande difficili, puntuali e Alessandro Giuli ha risposto con grande competenza e non c'è stato alcun cedimento o timore di fronte a un ministro della Cultura, era uno studente come tutti gli altri"". Inoltre ""abbiamo tenuto a tenere l'esame in Sapienza - ha spiegato ai cronisti - c'erano altre due persone, che non erano assistenti, io ho visto due studenti presenti"" e la scelta dello spostamento d'orario ""è stata fatta da me, il ministro era contrario"".""L'iscrizione all'esame risale a prima che divenisse ministro, il programma gli è stato dato un anno e mezzo fa, la scelta di laurearsi con me è di un paio di anni fa - ha proseguito Lettieri -. Il tema della sua tesi è Costantino"".   All'università La Sapienza di Roma è partita la protesta contro il ministro della Cultura. Gli studenti del collettivo Cambiare Rotta, nonostante l'esame di Giuli sia già finito un'ora fa, sono sulle scale davanti alla sede della facoltà di Lettere e Filosofia in presidio. ""È un insulto che proprio in questa facoltà, dove due studenti antifascisti sono stati uccisi, venga un ministro della Cultura con radici storiche e politiche legate a Meridiano Zero"", ha detto al megafono un manifestante. Gli studenti tengono uno striscione con scritto ""Giuli lo bocciamo noi! Bocciamo il fascismo e la cultura del precariato.  Per una nuova cultura"". Sui loro cartelli: ""Da Franceschini a (San)Giuli(ano) PD e fascisti contro la cultura"", ""Ieri Meridiano Zero oggi Med-Or. Basta fascisti e guerrafondai"", ""Mic e Mur ci vogliono precari"". Sventolano una bandiera di Cambiamo Rotta e della Palestina.      ""Non si poteva vedere l'esame, la zona era off limits, ma abbiamo visto il ministro entrare alle 8 precise. Sarà stato dentro dieci, quindici minuti. Meno del solito. Delle guardie del corpo, lo staff del ministro non facevano entrare all'interno del corridoio"". Lo ha detto ai cronisti Nicolas, uno studente della facoltà di Lettere e Filosofia, che si trovava al piano dello studio del professore Gaetano Lettieri nel corso dell'esame del ministro della Cultura, Alessandro Giuli."
5,Ansa,2024-09-30,"
                                Draghi: 'Nessuno vuole una guerra commerciale con gli Usa, ci danneggeremmo'
                              ","       Nessuno vuole una guerra commerciale con gli Usa: con un protezionismo verso gli Usa ""ci danneggeremmo"". Lo ha detto l'ex premier ed ex presidente della Bce Mario Draghi a un evento organizzato dall'istituto Bruegel a Bruxelles sul 'Futuro della competitività europea'.      ""Dovremmo sforzarci di aumentare la produttività"" e mantenendo ""i nostri valori di prosperità, equità, sicurezza, indipendenza"", ha sottolineato Draghi.  ""La scala in molti dei settori che analizziamo è diventata in un certo senso un ingrediente essenziale e la si ottiene solo se integriamo il mercato unico"", ha spiegato Draghi segnalando l'importanza di avere ""integrazione finanziaria"". ""E' un ingrediente essenziale e si ottiene solo se interveniamo singolarmente"".      Il terzo messaggio, ha spiegato Draghi, è legato a come ""integrare le nuove tecnologie"". ""La nostra industria è sempre più su un campo di gioco non a parità di condizioni. E la concorrenza dall'estero è guidata, sì dall'innovazione, ma anche da massicce politiche industriali"", ha spiegato Draghi. Per questo serve ""avere una strategia industriale a livello Ue"". ""Voglio che l'Europa resti aperta. Voglio parità di condizioni. Dobbiamo essere ambiziosi"" per ""impegnarci per l'innovazione"".     ""Sono abbastanza ottimista sul fatto che non abbiamo bisogno di cambiare il finanziamento in quanto tale"" dell'Ue. ha aggiunto. ""Se siamo d'accordo sulla direzione. Se capiamo che siamo nel mezzo di questa grande transizione tecnologica"" per cui ""dobbiamo investire molto. Se facciamo le riforme del mercato unico"". ""Quando ci arriveremo"" i ""capitali arriveranno"". "
6,Ansa,2024-09-30,"
                                  
                                  Sinner vince contro Lehečka e va in semifinale. Fuori Paolini e Cobolli
                                ","Jannik Sinner vola in semifinale a Pechino vincendo i quarti in due set contro il ceco Jiří Lehečka. L'altoatesino ha vinto il primo set per 6-2 e il secondo set al tie-break 7-6 (8-6). Jasmine Paolini in Cina è stata eliminata. L'azzurra ha perso contro la polacca Magda Linette, che si è imposta per 6-4; 6-0. Fuori anche Flavio Cobolli, che non riesce nell'impresa di superare Daniil Medvedev. Il russo si aggiudica l'incontro con il punteggio di 6-2; 6-4.   Jannik Sinner è approdato in semifinale al China Open in corso a Pechino battendo il ceco Jiri Lehecka in due set. Punteggio 6-2, 7-6. Senza problemi nel primo, Sinner è stato maggiormente impegnato nel secondo set, quando Lehecka ha mostrato un gioco più concreto e meno falloso. Il ceco ha avuto due palle break nell'undicesimo game, sventate dal numero 1 grazie al servizio, nonostante un doppio fallo. Si è arrivati al decisivo tiebreak, vinto da Sinner 8-6, dopo che Lehecka era stato avanti 4-6. Per l'azzurro è il 58mo successo dell'anno. Magda Linette ha eliminato Jasmine Paolini dal torneo Wta 1000 di Pachino, battendo l'azzurra in due set: 6-4, 6-0. Subito sotto 0-3 nel primo set, con due break da recuperare, Paolini ha cominciato a giocare risalendo 4-3. Quando la partita sembrava riaperta l'azzurra ha incassato il terzo break dalla polacca salita 5-4 e poi decisa nel guadagnarsi il 6-4 vincente del set e, di fatto, dell'incontro.   Flavio Cobolli non ce l'ha fatta superare i quarti di finale del torneo Atp di Pechino 'China Open'. A batterlo per 6-2, 6-4 è stato il russo Daniil Medvedev, testa di serie n. 3. Quest'ultimo in semifinale affronterà lo spagnolo Carlos Alcaraz, che oggi ha battuto l'altro russo Karen Khachanov (7-5, 6-2).    "
7,Ansa,2024-09-30,"
                                  
                                  Ineos Britannia vince e va sul 3-2, Luna Rossa in leggero vantaggio alla quarta boa della 6/a regata
                                ","Luna Rossa ha vinto la 6/a regata della finale di Luois Vuitton Cup, pareggiando ancora una volta i conti con gli inglesi di Ineos Britannia: ora il risultato è di 3-3.    La cronaca della sesta regata Partenza testa a testa nella 6/a regata, con Luna Rossa in leggero vantaggio, mantenuto fino alla prima boa, superata con 4 secondi di margine.  Vantaggio mantenuto anche dopo il primo lato di poppa, chiuso dagli italiani con un margine di 6 secondi, e raddoppiato a 12 secondi al terzo gate, dopo un'intensa gara di virate. Al termine della seconda poppa, le due imbarcazioni avevano una distanza pressoché invariata: 13 i secondi di vantaggio per Luna Rossa. Luna Rossa avanti con un buon margine anche al termine del terzo lato di bolina e della penultima poppa. Gli italiani hanno poi incrementato il margine sugli avversari, cominciando il lato finale di poppa con 13 secondi di vantaggio e tagliando infine il traguardo in scioltezza.      La cronaca della 5/a regata Partenza favorevole a Ineos Britannia nella 5/a regata della Louis Vuitton Cup a Barcellona. Gli inglesi hanno sfruttato un errore di Luna Rossa ad hanno subito preso il vantaggio, tagliando in vantaggio la prima boa.   La seconda boa ha visto un importante recupero dell'imbarcazione italiana, comunque ancora leggermente indietro agli avversari e la seconda bolina ha registrato una battaglia di virate, con Ineos sempre in grado di difendere la posizione e arrivare al gate con 7 secondi di margine.  Al termine del secondo lato di poppa, il vantaggio di Ineos è salito a 11 secondi, nonostante i tentati vi di recupero degli italiani, che sono riusciti però a ridurre a 5 secondo lo svantaggio al termine della terza bolina. Al termine della penultima poppa, Ineos avanti di 9 secondi, ma penalizzata da un brutto errore in virata al gate che ha permesso a Luna Rossa di farsi sotto nell'ultima bolina, conclusa a 8 secondi di distacco. Gli inglesi sono riusciti a controllare gli avversari anche nell'ultimo lato di poppa ed hanno tagliato il traguardo con 12 secondi di vantaggio. Oggi avrebbe dovuto essere essere giorno di riposo, ma verrà sfruttato per recuperare le regate non disputate sabato a causa del poco vento.   "
8,Ansa,2024-09-30,"
                                  
                                  Convalidato il fermo del 17enne accusato di omicidio
                                "," La procura dei minori di Brescia ha convalidato il fermo del 17enne accusato di aver ucciso, in maniera volontaria e premeditata, per poi nasconderne il cadavere, Maria Campai, 42 anni, all'interno di un garage a Viadana, nel Mantovano. Il ragazzo ha risposto per un'ora e mezzo alle domande del magistrato nell'interrogatorio di garanzia che si è svolto questa mattina nel Tribunale dei minori di Brescia.     Il diciassettenne resta richiuso nel carcere minorile Beccaria di Milano dove si trova da venerdì scorso quando ha indicato ai carabinieri il luogo in cui aveva abbandonato il cadavere della donna. "
9,Ansa,2024-09-30,"
                                  
                                  Anziana uccide il marito malato nella loro casa
                                ","Una donna di 82 anni ha ucciso il marito con un coltello, poi avrebbe tentato di togliersi la vita con la stessa arma ma senza riuscirci. È quanto ricostruito dai carabinieri per una vicenda risalente a ieri sera, domenica 29 settembre, in un'abitazione di Mercatale di Vernio (Prato).     L'uomo, stessa età della moglie, era malato di Alzheimer. La donna è ora ricoverata all'ospedale Santo Stefano, dove le è stata suturata una ferita al collo ed è sotto stretta osservazione dopo una visita psichiatrica.     Sul fatto stanno indagando i carabinieri, coordinati dalla procura, che ha aperto un fascicolo. Non sono ancora evidenti i motivi che hanno scatenato il gesto della donna, ma dalle prime ricostruzioni è considerato plausibile che la violenza improvvisa sia frutto dell'esasperazione della donna per le condizioni di grave malattia del marito e le questioni legate all'assistenza sanitaria del paziente in circostanze come queste.    "
